Course_Name,Course_ID,CU_Pk1,Item_Position,Gradebook_Item,Gradebook_Type,Gradebook_Date,Grade_Catagory,Status,Points_Earned,Points_Attempted,Points_Possible,last_access_date
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,12,0-1.3: Intro Assignment - Submitting Files,N,43:35.1,Hw,,5,0,5,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,13,1-1.1: Lesson 1-1 Graphic Organizer,N,14:07.1,Hw,,5,0,5,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,14,1-2.1: Explore a Career Assignment,N,00:12.7,Hw,,12,0,12,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,15,1-2.2: Explore a Career DB #2,N,01:21.5,Hw,,5,0,5,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,16,1-2.3: Lesson 1-2 Graphic Organizer,N,03:21.0,Hw,,5,0,5,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,17,Unit 1 Assessment,N,51:23.1,Qz,,20,0,20,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,18,PROGRESS CHECK 1 @ 02-10-17,P,NULL,,,62,62,62,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,19,2-1.1: Crime Scene DB #3,N,07:04.8,Hw,,5,0,5,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,20,2-2.1: Evidence Collection DB #4,N,13:36.9,Hw,,5,0,5,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,21,2-3.1: Hair Analysis Lab,N,44:25.9,Hw,,10,0,10,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,22,Unit 2 Assessment,N,43:29.9,Qz,,28,0,28,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,23,3-1.1: BrainPop Periodic Table of the Elements,N,44:59.3,,,5,0,5,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,24,3-1.2: Periodic Table of the Elements Lab,N,46:04.2,Hw,,10,0,10,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,25,3-2.1: pH Analysis Lab,N,22:30.5,Hw,,10,0,10,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,26,3-3.1: Drug Analysis and Toxicology DB #5,N,44:11.6,Hw,,5,0,5,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,27,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,140,140,140,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,28,3-4.1: A Very Cold Case DB #6,N,34:09.5,Hw,,5,0,5,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,29,3-4.2: Mystery Powder Lab,N,42:38.6,Hw,,10,0,10,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,30,Unit 3 Assessment,N,17:09.0,Qz,,30,0,30,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,31,4-1.1: Compare/Contrast Microscopes Assignment,N,54:43.7,Hw,,15,0,15,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,32,4-2.1: Summary of the Case of Karyn Slover Assignment,N,17:37.1,Hw,,10,0,10,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,33,Unit 4 Assessment,N,22:06.8,Qz,,20,0,24,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,34,5-1.1: BrainPop Video on DNA,N,21:48.0,,,5,0,5,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,35,5-1.2: DNA DB #7,N,51:30.1,Hw,,5,0,5,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,36,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,240,244,244,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,37,5-2.1: DNA Lab,N,26:07.9,Hw,,10,0,10,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,38,Unit 5 Assessment,N,40:08.2,Qz,,18,0,24,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,39,6-1.1: History of Fingerprinting and the Application to Solving Crimes,N,22:44.7,Hw,,10,0,10,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,40,6-2.1: Fingerprint Analysis Assignment,N,28:49.6,Hw,,10,0,10,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,41,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,N,54:15.4,Hw,,5,0,5,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,42,Unit 6 Assessment,N,50:20.1,Qz,,30,0,30,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,43,7-1.1: Can You Identify a Forgery? Assignment,N,51:15.8,Hw,,10,0,10,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,44,7-2.1: Questioned Documents Case Studies DB #9,N,57:27.3,Hw,,4.8,0,5,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,45,7-2.2: Handwriting Analysis,N,34:05.9,Hw,,5,0,5,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,46,PROGRESS CHECK 4 @ 05-15-17,P,NULL,,,342.8,353,353,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,47,7-3.1: TWEAS Case DB #10,N,36:31.1,Hw,,5,0,5,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,48,7-3.2: TWEAS Case Ð Solve the Crime Assignment,N,33:18.5,Hw,,10,0,10,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,49,Unit 7 Assessment,N,26:49.9,Qz,,18,0,20,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,50,8-1.1: The Final Case Ð Solve the Crime Assignment,N,35:17.3,Hw,,50,0,50,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,259894,52,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,425.8,0,438,35:29.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,8,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,353.55,0,438,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,9,WORK ATTEMPTED,T,NULL,,,353.55,411,411,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,10,0-1.1: Intro Assignment - Send a Message to Your Instructor,N,13:18.9,Hw,,5,0,5,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,11,0-1.2: Intro Assignment - DB #1,N,10:48.4,Hw,,5,0,5,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,12,0-1.3: Intro Assignment - Submitting Files,N,48:05.7,Hw,,5,0,5,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,13,1-1.1: Lesson 1-1 Graphic Organizer,N,28:30.2,Hw,,5,0,5,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,14,1-2.1: Explore a Career Assignment,N,NULL,Hw,,NULL,0,12,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,15,1-2.2: Explore a Career DB #2,N,04:33.7,Hw,,4.5,0,5,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,16,1-2.3: Lesson 1-2 Graphic Organizer,N,23:36.7,Hw,,5,0,5,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,17,Unit 1 Assessment,N,31:20.0,Qz,,18,0,20,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,18,PROGRESS CHECK 1 @ 02-10-17,P,NULL,,,47.5,62,62,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,19,2-1.1: Crime Scene DB #3,N,59:42.7,Hw,,2.25,0,5,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,20,2-2.1: Evidence Collection DB #4,N,48:21.2,Hw,,5,0,5,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,21,2-3.1: Hair Analysis Lab,N,29:59.4,Hw,,10,0,10,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,22,Unit 2 Assessment,N,49:39.3,Qz,,26,0,28,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,23,3-1.1: BrainPop Periodic Table of the Elements,N,43:23.8,,,4.5,0,5,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,24,3-1.2: Periodic Table of the Elements Lab,N,07:08.9,Hw,,10,0,10,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,25,3-2.1: pH Analysis Lab,N,57:32.6,Hw,,10,0,10,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,26,3-3.1: Drug Analysis and Toxicology DB #5,N,00:25.5,Hw,,4.5,0,5,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,27,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,119.75,140,140,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,28,3-4.1: A Very Cold Case DB #6,N,NULL,Hw,,NULL,0,5,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,29,3-4.2: Mystery Powder Lab,N,57:15.8,Hw,,9,0,10,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,30,Unit 3 Assessment,N,04:53.0,Qz,,24,0,30,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,31,4-1.1: Compare/Contrast Microscopes Assignment,N,34:30.2,Hw,,15,0,15,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,32,4-2.1: Summary of the Case of Karyn Slover Assignment,N,NULL,Hw,,NULL,0,10,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,33,Unit 4 Assessment,N,18:50.2,Qz,,16,0,24,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,34,5-1.1: BrainPop Video on DNA,N,17:20.5,,,4.5,0,5,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,35,5-1.2: DNA DB #7,N,34:46.5,Hw,,5,0,5,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,36,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,193.25,244,244,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,37,5-2.1: DNA Lab,N,33:59.8,Hw,,10,0,10,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,38,Unit 5 Assessment,N,27:26.1,Qz,,10,0,24,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,39,6-1.1: History of Fingerprinting and the Application to Solving Crimes,N,51:37.3,Hw,,10,0,10,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,40,6-2.1: Fingerprint Analysis Assignment,N,09:40.9,Hw,,9,0,10,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,41,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,N,52:55.1,Hw,,4.8,0,5,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,42,Unit 6 Assessment,N,02:28.3,Qz,,24,0,30,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,43,7-1.1: Can You Identify a Forgery? Assignment,N,24:09.5,Hw,,10,0,10,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,44,7-2.1: Questioned Documents Case Studies DB #9,N,55:22.8,Hw,,4.75,0,5,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,45,7-2.2: Handwriting Analysis,N,32:03.1,Hw,,5,0,5,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,46,PROGRESS CHECK 4 @ 05-15-17,P,NULL,,,280.8,353,353,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,47,7-3.1: TWEAS Case DB #10,N,10:24.6,Hw,,5,0,5,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,48,7-3.2: TWEAS Case Ð Solve the Crime Assignment,N,26:40.5,Hw,,10,0,10,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,49,Unit 7 Assessment,N,26:55.5,Qz,,14,0,20,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,50,8-1.1: The Final Case Ð Solve the Crime Assignment,N,53:24.9,Hw,,43.75,0,50,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261894,52,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,353.55,0,438,16:59.1
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,8,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,383.75,0,438,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,9,WORK ATTEMPTED,T,NULL,,,383.75,438,438,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,10,0-1.1: Intro Assignment - Send a Message to Your Instructor,N,32:21.5,Hw,,5,0,5,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,11,0-1.2: Intro Assignment - DB #1,N,18:28.3,Hw,,5,0,5,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,12,0-1.3: Intro Assignment - Submitting Files,N,51:59.3,Hw,,5,0,5,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,13,1-1.1: Lesson 1-1 Graphic Organizer,N,12:36.8,Hw,,5,0,5,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,14,1-2.1: Explore a Career Assignment,N,29:19.4,Hw,,12,0,12,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,15,1-2.2: Explore a Career DB #2,N,02:07.2,Hw,,4.5,0,5,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,16,1-2.3: Lesson 1-2 Graphic Organizer,N,13:08.4,Hw,,5,0,5,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,17,Unit 1 Assessment,N,35:22.2,Qz,,16,0,20,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,18,PROGRESS CHECK 1 @ 02-10-17,P,NULL,,,57.5,62,62,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,19,2-1.1: Crime Scene DB #3,N,36:46.5,Hw,,4.5,0,5,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,20,2-2.1: Evidence Collection DB #4,N,58:00.4,Hw,,5,0,5,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,21,2-3.1: Hair Analysis Lab,N,50:22.6,Hw,,10,0,10,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,22,Unit 2 Assessment,N,37:01.6,Qz,,20,0,28,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,23,3-1.1: BrainPop Periodic Table of the Elements,N,48:57.7,,,4.5,0,5,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,24,3-1.2: Periodic Table of the Elements Lab,N,36:57.3,Hw,,10,0,10,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,25,3-2.1: pH Analysis Lab,N,27:43.4,Hw,,10,0,10,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,26,3-3.1: Drug Analysis and Toxicology DB #5,N,03:39.2,Hw,,5,0,5,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,27,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,126.5,140,140,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,28,3-4.1: A Very Cold Case DB #6,N,14:23.4,Hw,,4.75,0,5,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,29,3-4.2: Mystery Powder Lab,N,12:06.4,Hw,,10,0,10,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,30,Unit 3 Assessment,N,40:11.5,Qz,,20,0,30,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,31,4-1.1: Compare/Contrast Microscopes Assignment,N,57:53.2,Hw,,15,0,15,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,32,4-2.1: Summary of the Case of Karyn Slover Assignment,N,03:25.2,Hw,,10,0,10,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,33,Unit 4 Assessment,N,45:56.0,Qz,,20,0,24,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,34,5-1.1: BrainPop Video on DNA,N,32:57.5,,,5,0,5,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,35,5-1.2: DNA DB #7,N,36:25.4,Hw,,5,0,5,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,36,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,216.25,244,244,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,37,5-2.1: DNA Lab,N,29:46.5,Hw,,10,0,10,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,38,Unit 5 Assessment,N,08:07.4,Qz,,16,0,24,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,39,6-1.1: History of Fingerprinting and the Application to Solving Crimes,N,12:40.6,Hw,,0,0,10,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,40,6-2.1: Fingerprint Analysis Assignment,N,10:54.4,Hw,,9.5,0,10,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,41,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,N,01:02.6,Hw,,5,0,5,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,42,Unit 6 Assessment,N,51:45.3,Qz,,24,0,30,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,43,7-1.1: Can You Identify a Forgery? Assignment,N,34:55.4,Hw,,10,0,10,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,44,7-2.1: Questioned Documents Case Studies DB #9,N,37:23.0,Hw,,5,0,5,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,45,7-2.2: Handwriting Analysis,N,54:15.1,Hw,,5,0,5,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,46,PROGRESS CHECK 4 @ 05-15-17,P,NULL,,,300.75,353,353,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,47,7-3.1: TWEAS Case DB #10,N,16:59.8,Hw,,5,0,5,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,48,7-3.2: TWEAS Case Ð Solve the Crime Assignment,N,30:39.8,Hw,,10,0,10,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,49,Unit 7 Assessment,N,02:03.2,Qz,,18,0,20,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,50,8-1.1: The Final Case Ð Solve the Crime Assignment,N,56:13.0,Hw,,50,0,50,04:06.5
Forensic Science (Introduction) (Sem2 16-17 Sec 03),FrScA-S217-03,261979,52,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,383.75,0,438,04:06.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,3,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,564.2,0,597,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,4,WORK ATTEMPTED,T,NULL,,,564.2,597,597,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,9,0.1 Message Your Instructor,N,17:24.1,Hw,,5,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,10,0.2 Introduce Yourself,N,06:34.8,Hw,,5,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,11,0.3: Intro Assignment - Submitting Files,N,12:59.7,Hw,,5,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,12,1.1 Quiz,N,37:14.4,Qz,,5,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,13,1.2 Effect of Environment Gizmo,N,28:39.7,Hw,,10,0,10,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,14,1.2 - 1.3 Quiz,N,31:25.8,Qz,,5,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,15,Unit 1 Project,N,51:18.7,Hw,,30,0,30,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,16,Unit 1 Test,N,02:34.4,Qz,,14,0,15,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,17,PROGRESS CHECK 1 @ 02-16-17,P,NULL,,,79,80,80,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,18,2.1 Significant Events,N,22:22.6,Hw,,10,0,10,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,19,2.2 Ocean Mapping Gizmo,N,37:24.7,Hw,,10,0,10,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,20,2.1 - 2.3 Quiz,N,46:08.0,Qz,,5,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,21,2.4 - 2.5 Quiz,N,13:31.4,Qz,,5,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,22,Unit 2 Project,N,58:39.2,Hw,,30,0,30,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,23,Unit 2 Test,N,42:12.7,Qz,,13,0,15,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,24,3.1 Big Bang Theory Discussion,N,30:52.2,Hw,,7.5,0,10,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,25,3.1 - 3.2 Quiz,N,03:22.2,Qz,,3,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,26,3.3 Quiz,N,49:08.0,Qz,,5,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,27,Unit 3 Project,N,09:32.1,Hw,,30,0,30,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,28,Unit 3 Test,N,24:04.8,Qz,,12,0,15,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,29,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,209.5,220,220,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,30,4.1 What is Life Essay,N,58:28.5,Hw,,12,0,12,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,31,4.1 - 4.2 Quiz,N,22:36.8,Qz,,4,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,32,4.3 Quiz,N,40:49.0,Qz,,4,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,33,4.4 Quiz,N,27:39.7,Qz,,5,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,34,Unit 4 Project,N,05:15.6,Hw,,30,0,30,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,35,Unit 4 Test,N,41:01.7,Qz,,14,0,15,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,36,5.1 Dichotomous Keys Gizmo,N,07:18.4,Hw,,10,0,10,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,37,5.2 Quiz,N,28:20.0,Qz,,4,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,38,5.3 Quiz,N,53:56.5,Qz,,5,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,39,5.4 Algae in Your House,N,01:06.3,Hw,,10,0,10,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,40,5.4 - 5.5 Quiz,N,49:53.7,Qz,,4,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,41,Unit 5 Project,N,28:17.1,Hw,,27.75,0,30,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,42,Unit 5 Test,N,20:57.9,Qz,,14,0,15,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,43,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,353.25,372,372,01:35.1
