Extraction Date:,6/12/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated:,2/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State Name,SEA Education Environment,SEA Disability Category,American Indian or Alaska Native Age 3 to 5 ,Asian Age 3-5 ,Black or African American Age 3-5 ,Hispanic/Latino Age 3-5 ,Native Hawaiian or Other Pacific Islander Age 3-5 ,Two or More Races Age 3-5 ,White Age 3-5 ,Female Age 3 to 5,Male Age 3 to 5,LEP Yes Age 3 to 5,LEP No Age 3 to 5,Age 3 to 5,Age 6-11,Age 12-17,Age 18-21,Ages 6-21,LEP Yes Age 6 to 21,LEP No Age 6 to 21,Female Age 6 to 21,Male Age 6 to 21,American Indian or Alaska Native Age 6 to21,Asian Age 6 to21,Black or African American Age 6 to21,Hispanic/Latino Age 6 to21,Native Hawaiian or Other Pacific Islander Age 6 to21,Two or more races Age 6 to21,White Age 6 to21
2012,OREGON,Service Provider Location,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Services Regular Early Childhood Program (at least 10 Hours),Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Services Regular Early Childhood Program (less than 10 Hours),Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Total, Age 3-5",Hearing impairment,3,8,3,52,3,4,116,-,-,-,-,189,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Total, Age 6-21",Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,403,344,63,810,-,-,-,-,16,52,42,236,17,27,420
2012,OREGON,Correctional Facilities,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,0,1,4,5,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Home,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Homebound/Hospital,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,3,5,9,17,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class 40% through 79% of day,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,287,581,269,1137,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class 80% or more of the day,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,218,208,137,563,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class less than 40% of day,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,609,1073,368,2050,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Other Location Regular Early Childhood Program (at least 10 Hours),Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Other Location Regular Early Childhood Program (less than 10 Hours),Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Parentally Placed in Private Schools,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,5,3,1,9,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Residential Facility, Age 3-5",Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Residential Facility, Age 6-21",Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,2,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Separate Class,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Separate School, Age 3-5",Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Separate School, Age 6-21",Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,9,23,32,64,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Service Provider Location,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Services Regular Early Childhood Program (at least 10 Hours),Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Services Regular Early Childhood Program (less than 10 Hours),Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Total, Age 3-5",Intellectual disability,0,3,2,12,0,2,25,-,-,-,-,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Total, Age 6-21",Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,1131,1895,821,3847,-,-,-,-,109,81,156,813,17,118,2553
2012,OREGON,Correctional Facilities,Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Home,Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Homebound/Hospital,Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class 40% through 79% of day,Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class 80% or more of the day,Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class less than 40% of day,Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Other Location Regular Early Childhood Program (at least 10 Hours),Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Other Location Regular Early Childhood Program (less than 10 Hours),Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Parentally Placed in Private Schools,Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Residential Facility, Age 3-5",Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Residential Facility, Age 6-21",Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Separate Class,Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Separate School, Age 3-5",Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Separate School, Age 6-21",Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Service Provider Location,Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Services Regular Early Childhood Program (at least 10 Hours),Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Services Regular Early Childhood Program (less than 10 Hours),Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Total, Age 3-5",Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Total, Age 6-21",Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Correctional Facilities,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Home,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Homebound/Hospital,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,11,8,4,23,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class 40% through 79% of day,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,43,55,22,120,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class 80% or more of the day,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,130,87,18,235,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class less than 40% of day,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,141,134,41,316,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Other Location Regular Early Childhood Program (at least 10 Hours),Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Other Location Regular Early Childhood Program (less than 10 Hours),Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Parentally Placed in Private Schools,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,2,0,2,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Residential Facility, Age 3-5",Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Residential Facility, Age 6-21",Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Separate Class,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Separate School, Age 3-5",Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Separate School, Age 6-21",Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,8,8,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Service Provider Location,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Services Regular Early Childhood Program (at least 10 Hours),Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Services Regular Early Childhood Program (less than 10 Hours),Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Total, Age 3-5",Orthopedic impairment,4,4,4,41,1,3,125,-,-,-,-,182,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Total, Age 6-21",Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,325,287,93,705,-,-,-,-,13,30,20,127,2,17,496
2012,OREGON,Correctional Facilities,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,36,19,55,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Home,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Homebound/Hospital,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,9,19,10,38,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class 40% through 79% of day,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,552,926,112,1590,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class 80% or more of the day,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,3040,4514,446,8000,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class less than 40% of day,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,572,437,84,1093,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Other Location Regular Early Childhood Program (at least 10 Hours),Other health impairment,-,-,-,-,-,-,-,-,-,-,-,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Other Location Regular Early Childhood Program (less than 10 Hours),Other health impairment,-,-,-,-,-,-,-,-,-,-,-,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Parentally Placed in Private Schools,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,26,23,1,50,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Residential Facility, Age 3-5",Other health impairment,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Residential Facility, Age 6-21",Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,2,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Separate Class,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Separate School, Age 3-5",Other health impairment,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Separate School, Age 6-21",Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,33,76,19,128,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Service Provider Location,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Services Regular Early Childhood Program (at least 10 Hours),Other health impairment,-,-,-,-,-,-,-,-,-,-,-,73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Services Regular Early Childhood Program (less than 10 Hours),Other health impairment,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Total, Age 3-5",Other health impairment,8,7,8,35,0,8,216,-,-,-,-,282,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Total, Age 6-21",Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,4233,6032,691,10956,-,-,-,-,269,148,543,1518,42,447,7989
2012,OREGON,Correctional Facilities,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,0,46,39,85,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Home,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Homebound/Hospital,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,0,11,4,15,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class 40% through 79% of day,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,1203,2816,179,4198,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class 80% or more of the day,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,7590,13351,1074,22015,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class less than 40% of day,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,96,280,55,431,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Other Location Regular Early Childhood Program (at least 10 Hours),Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Other Location Regular Early Childhood Program (less than 10 Hours),Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Parentally Placed in Private Schools,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,51,62,2,115,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Residential Facility, Age 3-5",Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Residential Facility, Age 6-21",Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Separate Class,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Separate School, Age 3-5",Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Separate School, Age 6-21",Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,5,24,8,37,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Service Provider Location,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Services Regular Early Childhood Program (at least 10 Hours),Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Services Regular Early Childhood Program (less than 10 Hours),Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Total, Age 3-5",Specific learning disability,0,0,0,0,0,0,3,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Total, Age 6-21",Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,8945,16590,1362,26897,-,-,-,-,718,325,960,7345,134,898,16517
2012,OREGON,Correctional Facilities,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,2,3,5,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Home,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,170,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Homebound/Hospital,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,3,1,2,6,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class 40% through 79% of day,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,566,348,24,938,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class 80% or more of the day,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,12204,1927,88,14219,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class less than 40% of day,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,322,97,23,442,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Other Location Regular Early Childhood Program (at least 10 Hours),Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,1947,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Other Location Regular Early Childhood Program (less than 10 Hours),Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,831,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Parentally Placed in Private Schools,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,290,25,1,316,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Residential Facility, Age 3-5",Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Residential Facility, Age 6-21",Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Separate Class,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,1021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Separate School, Age 3-5",Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Separate School, Age 6-21",Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,8,3,1,12,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Service Provider Location,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Services Regular Early Childhood Program (at least 10 Hours),Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,1497,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Services Regular Early Childhood Program (less than 10 Hours),Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,374,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Total, Age 3-5",Speech or language impairment,76,115,156,1573,19,148,3940,-,-,-,-,6027,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Total, Age 6-21",Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,13393,2403,142,15938,-,-,-,-,334,542,481,3988,114,617,9862
2012,OREGON,Correctional Facilities,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,2,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Home,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Homebound/Hospital,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,1,6,1,8,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class 40% through 79% of day,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,18,36,6,60,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class 80% or more of the day,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,41,70,19,130,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class less than 40% of day,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,12,26,11,49,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Other Location Regular Early Childhood Program (at least 10 Hours),Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Other Location Regular Early Childhood Program (less than 10 Hours),Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Parentally Placed in Private Schools,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Residential Facility, Age 3-5",Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Residential Facility, Age 6-21",Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Separate Class,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Separate School, Age 3-5",Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Separate School, Age 6-21",Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,0,4,3,7,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Service Provider Location,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Services Regular Early Childhood Program (at least 10 Hours),Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Services Regular Early Childhood Program (less than 10 Hours),Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Total, Age 3-5",Traumatic brain injury,0,1,0,2,0,1,9,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Total, Age 6-21",Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,72,143,41,256,-,-,-,-,7,2,10,50,1,10,176
2012,OREGON,Correctional Facilities,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Home,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Homebound/Hospital,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class 40% through 79% of day,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,15,18,4,37,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class 80% or more of the day,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,89,66,9,164,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Inside regular class less than 40% of day,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,40,34,10,84,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Other Location Regular Early Childhood Program (at least 10 Hours),Visual impairment,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Other Location Regular Early Childhood Program (less than 10 Hours),Visual impairment,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Parentally Placed in Private Schools,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Residential Facility, Age 3-5",Visual impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Residential Facility, Age 6-21",Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,6,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Separate Class,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Separate School, Age 3-5",Visual impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Separate School, Age 6-21",Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,1,7,8,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Service Provider Location,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Services Regular Early Childhood Program (at least 10 Hours),Visual impairment,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,Services Regular Early Childhood Program (less than 10 Hours),Visual impairment,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Total, Age 3-5",Visual impairment,2,4,0,21,0,1,47,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,OREGON,"Total, Age 6-21",Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,146,121,33,300,-,-,-,-,4,9,11,66,0,10,200
2012,PENNSYLVANIA,Correctional Facilities,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,9,150,270,429,7,422,34,395,0,0,251,65,0,6,107
