code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,module_presentation_length,date_registration,date_unregistration
FFF,2013B,535981,F,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,240,-74,27
FFF,2013B,536038,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,240,-36,173
FFF,2013B,536046,M,South East Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail,240,-127,NA
FFF,2013B,536103,M,Scotland,HE Qualification,60-70%,0-35,0,150,N,Withdrawn,240,-21,131
FFF,2013B,536125,M,Ireland,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,240,-72,NA
FFF,2013B,536147,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,240,-30,NA
FFF,2013B,536178,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,240,-100,NA
FFF,2013B,536214,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,240,-94,NA
FFF,2013B,536454,M,North Western Region,HE Qualification,80-90%,0-35,0,60,N,Withdrawn,240,-93,27
FFF,2013B,536455,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,240,-83,NA
FFF,2013B,536503,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,240,-36,27
FFF,2013B,536556,M,South Region,Lower Than A Level,60-70%,0-35,0,60,Y,Pass,240,-20,NA
FFF,2013B,536591,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,240,-89,NA
FFF,2013B,536593,M,Ireland,HE Qualification,70-80%,35-55,0,70,N,Pass,240,-58,NA
FFF,2013B,536681,M,North Western Region,No Formal quals,10-20,0-35,0,60,N,Withdrawn,240,-101,163
FFF,2013B,536698,M,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,240,-22,NA
FFF,2013B,536843,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Fail,240,-21,NA
FFF,2013B,536906,F,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,240,-102,NA
FFF,2013B,536930,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,240,-77,NA
FFF,2013B,536950,F,London Region,HE Qualification,0-10%,0-35,0,60,N,Pass,240,-71,NA
FFF,2013B,537000,F,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,240,-127,-110
FFF,2013B,537028,M,Scotland,Lower Than A Level,10-20,0-35,0,75,N,Withdrawn,240,-95,51
FFF,2013B,537133,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn,240,-98,139
FFF,2013B,537151,M,London Region,Lower Than A Level,90-100%,35-55,0,120,N,Withdrawn,240,-127,27
FFF,2013B,537335,F,London Region,No Formal quals,20-30%,35-55,0,60,N,Withdrawn,240,-65,37
FFF,2013B,537394,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,240,-68,95
FFF,2013B,537515,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,240,-79,NA
FFF,2013B,537645,M,North Region,HE Qualification,NA,0-35,0,60,N,Pass,240,-96,NA
FFF,2013B,537656,M,Ireland,HE Qualification,NA,35-55,0,60,N,Pass,240,-29,NA
FFF,2013B,537672,M,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,240,-115,NA
FFF,2013B,537674,M,London Region,Lower Than A Level,10-20,35-55,0,120,Y,Fail,240,-27,NA
FFF,2013B,537683,M,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,240,-101,NA
FFF,2013B,537687,M,North Region,Lower Than A Level,NA,0-35,0,60,N,Pass,240,-98,NA
FFF,2013B,537700,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Fail,240,-123,NA
FFF,2013B,537728,M,North Region,A Level or Equivalent,NA,0-35,0,90,N,Withdrawn,240,-88,56
FFF,2013B,537955,M,North Region,HE Qualification,NA,0-35,0,120,N,Pass,240,-30,NA
FFF,2013B,537980,M,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,240,-44,NA
FFF,2013B,537995,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,240,-98,NA
FFF,2013B,538045,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,240,-46,NA
FFF,2013B,538051,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,Fail,240,-4,NA
FFF,2013B,538202,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,Y,Pass,240,-53,NA
FFF,2013B,538916,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,150,N,Pass,240,-83,NA
FFF,2013B,538941,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,240,-53,NA
FFF,2013B,538949,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,240,-94,NA
FFF,2013B,539117,M,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,240,-22,NA
FFF,2013B,539128,M,South East Region,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn,240,-95,-23
FFF,2013B,539219,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,240,-34,NA
FFF,2013B,539241,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,240,-53,NA
FFF,2013B,539308,M,South Region,A Level or Equivalent,20-30%,0-35,0,90,N,Fail,240,-90,NA
FFF,2013B,539332,M,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass,240,-98,NA
FFF,2013B,539359,M,Scotland,HE Qualification,80-90%,35-55,0,90,N,Distinction,240,-72,NA
FFF,2013B,539364,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,N,Fail,240,-85,NA
FFF,2013B,539401,M,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,240,-53,79
FFF,2013B,539440,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,240,-46,NA
FFF,2013B,539468,F,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail,240,-10,NA
FFF,2013B,539497,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,240,-82,NA
FFF,2013B,539514,F,North Region,Lower Than A Level,NA,0-35,0,60,N,Pass,240,-79,NA
FFF,2013B,539668,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,240,-50,-5
FFF,2013B,539759,M,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,240,-73,NA
FFF,2013B,539774,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,240,-50,45
FFF,2013B,539886,M,North Western Region,Lower Than A Level,20-30%,0-35,0,120,Y,Fail,240,-95,NA
FFF,2013B,539896,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,240,-64,NA
FFF,2013B,539922,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,Withdrawn,240,-87,138
FFF,2013B,539953,M,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,240,-25,NA
FFF,2013B,539963,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,240,-78,NA
FFF,2013B,539994,M,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,240,-34,NA
FFF,2013B,540054,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,240,-60,NA
FFF,2013B,540147,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,240,-88,NA
FFF,2013B,540155,M,London Region,Lower Than A Level,50-60%,35-55,0,90,N,Withdrawn,240,-89,29
FFF,2013B,540160,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,240,-106,NA
FFF,2013B,540209,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,Y,Pass,240,-89,NA
FFF,2013B,540224,M,North Region,Lower Than A Level,NA,35-55,0,60,N,Pass,240,-16,NA
FFF,2013B,540549,M,North Western Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,240,-36,NA
FFF,2013B,540577,M,South West Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,240,-76,NA
FFF,2013B,540581,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Fail,240,-89,NA
FFF,2013B,540637,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,240,-95,-22
FFF,2013B,540713,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,240,-92,NA
FFF,2013B,540727,M,London Region,HE Qualification,20-30%,0-35,0,60,N,Pass,240,-102,NA
FFF,2013B,540800,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,90,Y,Pass,240,-94,NA
FFF,2013B,540801,M,Scotland,HE Qualification,70-80%,0-35,0,90,N,Withdrawn,240,-59,63
FFF,2013B,540997,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,240,-92,89
FFF,2013B,541101,M,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,240,-24,NA
FFF,2013B,541327,F,Scotland,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,240,-74,170
FFF,2013B,541349,M,Ireland,Lower Than A Level,NA,35-55,0,120,N,Pass,240,-12,NA
FFF,2013B,541369,M,South West Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,240,-94,81
FFF,2013B,541418,M,Yorkshire Region,Lower Than A Level,NA,0-35,0,60,N,Pass,240,-52,NA
FFF,2013B,541521,M,Ireland,HE Qualification,0-10%,35-55,0,60,N,Pass,240,-92,NA
FFF,2013B,541579,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,90,N,Distinction,240,-42,NA
FFF,2013B,541753,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,240,-86,NA
FFF,2013B,541781,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,240,-24,NA
FFF,2013B,541923,M,Scotland,Lower Than A Level,10-20,35-55,0,60,N,Fail,240,-67,NA
FFF,2013B,541999,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,240,-80,NA
FFF,2013B,542003,M,Ireland,Lower Than A Level,30-40%,0-35,0,60,N,Pass,240,-78,NA
FFF,2013B,542020,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,240,-76,NA
FFF,2013B,542026,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,240,-59,NA
FFF,2013B,542062,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,240,-107,27
FFF,2013B,542100,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,240,-55,NA
FFF,2013B,542356,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Fail,240,-89,NA
FFF,2013B,542386,M,Ireland,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,240,-102,NA
FFF,2013B,542506,M,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,240,-21,NA
FFF,2013B,542536,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,90,N,Pass,240,-46,NA
FFF,2013B,542550,M,North Region,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn,240,-21,171
FFF,2013B,542635,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,240,-50,NA
FFF,2013B,542646,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,240,-90,NA
FFF,2013B,542653,M,South East Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,240,-23,NA
FFF,2013B,542657,F,South East Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn,240,-22,101
FFF,2013B,542987,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Fail,240,-90,NA
FFF,2013B,543010,M,East Anglian Region,HE Qualification,30-40%,35-55,0,60,N,Fail,240,-95,NA
FFF,2013B,543019,M,Ireland,A Level or Equivalent,NA,35-55,0,60,N,Pass,240,-60,NA
FFF,2013B,543054,M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Fail,240,-15,NA
FFF,2013B,543095,M,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,240,-55,27
FFF,2013B,543113,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,Fail,240,-77,NA
FFF,2013B,543155,M,London Region,Lower Than A Level,10-20,35-55,0,90,N,Withdrawn,240,-52,46
FFF,2013B,543295,M,Wales,HE Qualification,30-40%,0-35,0,60,N,Fail,240,-23,NA
FFF,2013B,543384,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction,240,-85,NA
FFF,2013B,543415,M,South Region,Lower Than A Level,80-90%,0-35,0,90,Y,Pass,240,-72,NA
FFF,2013B,543436,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,240,-87,NA
FFF,2013B,543447,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,240,-94,NA
FFF,2013B,543536,M,Ireland,Lower Than A Level,50-60%,0-35,0,150,N,Fail,240,-64,NA
FFF,2013B,543599,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,240,-64,NA
FFF,2013B,543604,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,240,-104,-88
FFF,2013B,543643,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,240,-55,NA
FFF,2013B,543785,M,North Region,Lower Than A Level,NA,0-35,0,90,N,Withdrawn,240,-21,160
FFF,2013B,543798,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,240,-50,NA
FFF,2013B,543818,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,90,N,Fail,240,-71,NA
FFF,2013B,544021,M,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,240,-87,69
FFF,2013B,544055,M,South East Region,HE Qualification,20-30%,0-35,0,210,N,Pass,240,-68,NA
FFF,2013B,544098,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Pass,240,-50,NA
FFF,2013B,544173,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,130,Y,Distinction,240,-73,NA
FFF,2013B,544195,M,South West Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,240,-58,NA
FFF,2013B,544212,F,North Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,240,-72,NA
FFF,2013B,544249,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,240,-29,NA
FFF,2013B,544279,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,240,-22,NA
FFF,2013B,544295,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,Y,Pass,240,-68,NA
FFF,2013B,544313,M,Ireland,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,240,-66,NA
FFF,2013B,544479,F,Scotland,HE Qualification,90-100%,35-55,0,60,N,Pass,240,-71,NA
FFF,2013B,544530,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,240,-78,NA
FFF,2013B,544543,M,North Region,A Level or Equivalent,10-20,35-55,0,60,N,Fail,240,-59,NA
FFF,2013B,544651,F,London Region,Lower Than A Level,10-20,0-35,0,120,Y,Withdrawn,240,-21,94
FFF,2013B,544697,M,Wales,Lower Than A Level,50-60%,0-35,0,60,N,Fail,240,-29,NA
FFF,2013B,544802,M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn,240,-100,27
FFF,2013B,544847,M,Scotland,HE Qualification,0-10%,0-35,0,120,Y,Fail,240,-50,NA
FFF,2013B,544850,M,Scotland,Lower Than A Level,60-70%,35-55,0,90,Y,Pass,240,-78,NA
FFF,2013B,544880,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,120,N,Fail,240,-36,NA
FFF,2013B,544894,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,240,-42,NA
FFF,2013B,544930,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,240,-101,168
FFF,2013B,544955,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,240,-79,-22
FFF,2013B,544963,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,240,-58,NA
FFF,2013B,544991,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,240,-24,NA
FFF,2013B,545048,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,240,-80,NA
FFF,2013B,545080,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,240,-86,NA
FFF,2013B,545229,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Distinction,240,-68,NA
FFF,2013B,545377,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,240,-72,NA
FFF,2013B,545379,M,West Midlands Region,A Level or Equivalent,NA,0-35,0,60,N,Pass,240,-78,NA
FFF,2013B,545384,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,240,-89,NA
FFF,2013B,545485,M,South Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn,240,-99,53
FFF,2013B,545522,M,North Region,Lower Than A Level,40-50%,35-55,0,90,N,Withdrawn,240,-59,-45
FFF,2013B,545565,M,South East Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,240,-22,26
FFF,2013B,545600,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,240,-78,-51
FFF,2013B,545604,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,90,N,Fail,240,-22,NA
FFF,2013B,545693,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,90,Y,Withdrawn,240,-72,27
FFF,2013B,545720,M,North Region,A Level or Equivalent,40-50%,0-35,0,90,N,Fail,240,-27,NA
FFF,2013B,545751,M,South Region,Lower Than A Level,90-100%,0-35,0,90,N,Fail,240,-29,NA
FFF,2013B,545791,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,120,Y,Withdrawn,240,-71,159
FFF,2013B,545909,M,Scotland,Lower Than A Level,50-60%,0-35,0,120,N,Pass,240,-21,NA
FFF,2013B,545918,M,South Region,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn,240,-59,197
FFF,2013B,545944,M,Wales,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,240,-20,107
FFF,2013B,545951,F,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,240,-55,79
FFF,2013B,546048,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,240,-72,NA
FFF,2013B,546141,M,London Region,No Formal quals,10-20,35-55,0,60,N,Fail,240,-77,NA
FFF,2013B,546164,M,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,240,-73,27
FFF,2013B,546215,M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,240,-86,NA
FFF,2013B,546243,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,240,-80,-5
FFF,2013B,546262,M,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,240,-93,178
FFF,2013B,546329,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Fail,240,-74,NA
FFF,2013B,546348,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,240,-55,NA
FFF,2013B,546396,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,240,-66,97
FFF,2013B,546408,M,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Fail,240,-28,NA
FFF,2013B,546412,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,240,-76,NA
FFF,2013B,546431,M,Ireland,Lower Than A Level,80-90%,0-35,0,120,N,Fail,240,-94,NA
FFF,2013B,546439,F,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,240,-24,133
FFF,2013B,546464,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Distinction,240,-83,NA
FFF,2013B,546563,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,240,-72,131
FFF,2013B,546583,M,East Midlands Region,HE Qualification,40-50%,0-35,0,60,N,Pass,240,-72,NA
FFF,2013B,546682,M,South Region,HE Qualification,80-90%,0-35,0,60,N,Pass,240,-58,NA
FFF,2013B,546780,M,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,240,-53,NA
FFF,2013B,546863,M,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,240,-58,27
FFF,2013B,546868,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,240,-16,NA
FFF,2013B,546912,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,240,-46,NA
FFF,2013B,546925,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,Pass,240,-67,NA
FFF,2013B,546932,F,South West Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,240,-42,NA
FFF,2013B,547014,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,240,-53,NA
FFF,2013B,547128,M,Wales,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn,240,-86,130
FFF,2013B,547228,F,Ireland,HE Qualification,70-80%,0-35,0,60,N,Pass,240,-60,NA
FFF,2013B,547267,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,240,-53,6
FFF,2013B,547302,M,Wales,Lower Than A Level,60-70%,35-55,0,60,N,Fail,240,-24,NA
FFF,2013B,547399,M,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,Pass,240,-29,NA
FFF,2013B,547400,F,Ireland,Lower Than A Level,0-10%,0-35,0,60,Y,Distinction,240,-34,NA
FFF,2013B,547534,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,240,-16,NA
FFF,2013B,547581,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,240,-25,NA
FFF,2013B,547609,M,London Region,No Formal quals,10-20,0-35,0,120,N,Withdrawn,240,-86,27
FFF,2013B,547666,M,London Region,HE Qualification,30-40%,0-35,0,90,N,Withdrawn,240,-36,27
FFF,2013B,547667,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,240,-46,-3
FFF,2013B,547876,M,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,240,-29,94
FFF,2013B,547884,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,240,-55,221
FFF,2013B,547953,M,Ireland,A Level or Equivalent,NA,0-35,0,60,N,Fail,240,-86,NA
FFF,2013B,548043,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Withdrawn,240,-83,57
FFF,2013B,548057,F,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,240,-86,NA
FFF,2013B,548087,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,240,-55,NA
FFF,2013B,548095,M,Wales,A Level or Equivalent,10-20,0-35,0,120,N,Distinction,240,-23,NA
FFF,2013B,548099,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,240,-64,NA
FFF,2013B,548180,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,240,-30,NA
FFF,2013B,548219,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Pass,240,-60,NA
FFF,2013B,548312,M,South East Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,240,-73,NA
FFF,2013B,548331,F,East Midlands Region,HE Qualification,10-20,0-35,0,150,N,Withdrawn,240,-73,-23
FFF,2013B,548352,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,240,-67,NA
FFF,2013B,548415,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,Y,Withdrawn,240,-27,38
FFF,2013B,548459,F,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,240,-71,NA
FFF,2013B,548521,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,240,-29,NA
FFF,2013B,548547,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,240,-72,172
FFF,2013B,548573,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,240,-72,145
FFF,2013B,548608,M,North Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Withdrawn,240,-58,57
FFF,2013B,548741,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,240,-53,NA
FFF,2013B,548759,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,240,-72,NA
FFF,2013B,548764,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,240,-25,NA
FFF,2013B,548819,F,London Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,240,-78,57
FFF,2013B,548857,M,North Region,Lower Than A Level,NA,0-35,0,90,N,Pass,240,-80,NA
FFF,2013B,548893,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,Y,Withdrawn,240,-73,57
FFF,2013B,548926,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,240,-76,NA
FFF,2013B,548938,M,West Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,240,-49,NA
FFF,2013B,548948,M,North Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,240,-30,138
FFF,2013B,548969,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,90,Y,Withdrawn,240,-30,104
FFF,2013B,549014,M,Wales,Lower Than A Level,20-30%,0-35,0,90,Y,Fail,240,-49,NA
FFF,2013B,549056,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,240,-58,NA
FFF,2013B,549065,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Pass,240,-52,NA
FFF,2013B,549093,F,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Fail,240,-16,NA
FFF,2013B,549149,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,240,-21,NA
FFF,2013B,549239,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,240,-53,NA
FFF,2013B,549311,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn,240,-78,57
FFF,2013B,549343,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,240,-55,NA
FFF,2013B,549369,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,240,-44,NA
FFF,2013B,549370,M,South East Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,240,-55,NA
FFF,2013B,549410,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,240,-74,NA
FFF,2013B,549420,M,South East Region,A Level or Equivalent,30-40%,35-55,0,60,N,Distinction,240,-74,NA
FFF,2013B,549504,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,240,-53,178
FFF,2013B,549505,M,South Region,Lower Than A Level,80-90%,0-35,0,60,Y,Withdrawn,240,-23,57
FFF,2013B,549513,M,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,240,-30,69
FFF,2013B,549517,M,Wales,HE Qualification,60-70%,0-35,0,60,N,Pass,240,-55,NA
FFF,2013B,549537,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,240,-58,NA
FFF,2013B,549596,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Fail,240,-60,NA
FFF,2013B,549626,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,240,-36,NA
